id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,event_duration_minutes,response_lag_minutes,ml_duration_minutes
FKID002834,unplanned,12.9812518,77.5863988,0.0,0.0,"Palace Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,water_logging,False,2024-03-07 06:34:04.966000+00:00,,active,yes,2024-03-07 06:36:53.578797+00:00,,,,,,Non-corridor,low,,,,2024-03-07 06:34:30.186192+00:00,,1,FKUSR01184,FKUSR00001,,,,High ground,,FKKG001144,,,,,,,,,,,,-0.4203365333333334,2.8102132833333333
FKID002836,unplanned,13.0441333,77.55416,0.0,0.0,"Outer Ring Road, Sharadamba Nagar, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",,vehicle_breakdown,False,2024-03-24 05:53:23.972000+00:00,,closed,yes,2024-03-24 08:35:48.249338+00:00,,,due to engine problem it's off roaded near [LOCATION] turn junction sir,private_car,FKN00GL1484,ORR North 2,high,,,,2024-03-24 05:54:30.780777+00:00,,1,FKUSR00582,FKUSR00001,,,,Jalahalli,,FKKG000570,,,,,,,,,,,,-1.1134796166666667,162.4046223
FKID002837,unplanned,12.9993372,77.584253,0.0,0.0,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",,vehicle_breakdown,False,2024-03-24 06:19:27.430000+00:00,,closed,yes,2024-03-24 08:35:48.266110+00:00,,,starting problem,heavy_vehicle,FKN00GL1485,Bellary Road 1,high,,,,2024-03-24 06:21:41.336274+00:00,,1,FKUSR00873,FKUSR00001,,,,Sadashivanagar,,FKKG000853,,,,,,,,,,,,-2.2317712333333333,136.3472685
FKID002838,unplanned,13.0020884,77.6122713,0.0,0.0,"Pottery Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",,water_logging,False,2024-03-07 06:41:53.213000+00:00,,active,yes,2024-03-07 06:52:08.408590+00:00,,,traffic slow movement,,,Non-corridor,low,,,,2024-03-07 06:44:20.534511+00:00,,1,FKUSR01187,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG001147,,,,,,,,,,,,-2.4553585166666663,10.253259833333335
FKID002839,unplanned,12.9821126,77.5641849,0.0,0.0,"Old Mysore Road, Okalipuram Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",,vehicle_breakdown,False,2024-03-24 06:32:36.458000+00:00,,closed,yes,2024-03-24 08:35:48.283723+00:00,,,main road said [LOCATION] [PERSON] bridge,truck,FKN00GL1486,Non-corridor,low,emty,main road breckdown,17.0,2024-03-24 06:35:28.761490+00:00,,1,FKUSR01188,FKUSR00001,,,,Magadi Road,,FKKG001148,,,,,,,,,,,,-2.8717248333333334,123.19709538333333
FKID002841,unplanned,12.9436771,77.5727648,12.9437467,77.5728717,"Bugle Rock Road, Kallappa Block, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)","Bugle Rock Road, Tagore Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",tree_fall,True,2024-03-07 06:42:19.737000+00:00,,active,yes,2024-03-07 06:46:10.546382+00:00,,,tree fall gandibazar sir,,,Non-corridor,low,,,,2024-03-07 06:44:23.149860+00:00,,1,FKUSR00177,FKUSR00001,,,,Basavanagudi,,FKKG000170,,,,,,,,,,,,-2.0568809999999997,3.8468230333333335
FKID002843,unplanned,12.9820969,77.5641937,0.0,0.0,"Old Mysore Road, Okalipuram Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",,vehicle_breakdown,False,2024-03-24 06:38:04.060000+00:00,,closed,yes,2024-03-24 09:35:48.280546+00:00,,,,heavy_vehicle,FKN00GL1487,Non-corridor,low,,,,2024-03-24 06:38:47.098808+00:00,,1,FKUSR01188,FKUSR00001,,,,Magadi Road,,FKKG001148,,,,,,,,,,,,-0.7173134666666667,177.7370091
FKID002844,unplanned,12.9476033,77.5981417,0.0,0.0,"12th Cross Road, Lakksandra Extension, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",,vehicle_breakdown,False,2024-03-24 06:41:35.129000+00:00,,closed,yes,2024-03-24 09:35:48.313098+00:00,,,,bmtc_bus,FKN00GL1488,Non-corridor,low,,,,2024-03-24 06:43:12.901020+00:00,,1,FKUSR00332,FKUSR00001,,,,Wilson Garden,,FKKG000324,,,,,,,,,,,,-1.6295336666666669,174.21973496666666
FKID002845,unplanned,13.0957443,77.5978159,0.0,0.0,"Bellary Road, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,False,2024-03-07 06:45:56.876000+00:00,,closed,yes,2024-03-07 09:17:44.536518+00:00,,,vehicle offroad@ coffee day towards airport sir,others,FKN00GL1489,Bellary Road 2,high,,,,2024-03-07 06:46:54.894804+00:00,,1,FKUSR00182,FKUSR00001,,,,Yelahanka,,FKKG000175,,,,FKUSR00182,2024-03-07 09:17:44.535997+00:00,,,,,,151.79433328333334,-0.9669800666666668,151.79433328333334
FKID002846,unplanned,12.9217905,77.6615907,0.0,0.0,"1st Main Road, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",,vehicle_breakdown,False,2024-03-24 09:05:42.473000+00:00,,closed,yes,2024-03-24 09:22:14.337236+00:00,,,due to starting problem,private_car,FKN00GL1490,ORR East 1,high,,,,2024-03-24 09:07:28.611709+00:00,,1,FKUSR00040,FKUSR00001,,,,Bellandur,,FKKG000034,,,,FKUSR00040,2024-03-24 09:21:45.116467+00:00,,,,,,16.044057783333333,-1.7689784833333335,16.044057783333333
FKID002847,unplanned,12.9820961,77.5642818,0.0,0.0,"Old Mysore Road, Okalipuram Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",,vehicle_breakdown,False,2024-03-24 06:49:02.913000+00:00,,closed,yes,2024-03-24 09:35:48.338301+00:00,,,noamal,truck,FKN00GL1486,Non-corridor,low,ematy,breakdown,18.0,2024-03-24 06:50:13.483587+00:00,,1,FKUSR01188,FKUSR00001,,,,Magadi Road,,FKKG001148,,,,,,,,,,,,-1.17617645,166.75708834999998
FKID002848,unplanned,12.8398702,77.6769264,0.0,0.0,"Hosur Road, Pramuk Aqua Heights, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",,vehicle_breakdown,False,2024-03-24 09:23:28.548000+00:00,,closed,no,2024-03-24 09:52:33.944587+00:00,,,clutch plate jaam,bmtc_bus,FKN00GL1491,Non-corridor,low,,,,2024-03-24 09:24:23.008778+00:00,,1,FKUSR01189,FKUSR00001,,,,Electronic City,,FKKG001149,,,,FKUSR01189,2024-03-24 09:52:33.943895+00:00,,,,,,29.089931583333335,-0.9076796333333332,29.089931583333335
FKID002849,unplanned,12.8770527,77.5951565,0.0,0.0,"Bannerghatta Main Road, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",,vehicle_breakdown,False,2024-03-24 09:22:44.457000+00:00,,closed,yes,2024-03-24 09:56:53.519137+00:00,,,,bmtc_bus,FKN00GL1492,Bannerghata Road,high,,,,2024-03-24 09:24:48.623094+00:00,,1,FKUSR01190,FKUSR00001,,,,Hulimavu,,FKKG001150,,,,FKUSR01190,2024-03-24 09:56:53.518599+00:00,,,,,,34.15102665,-2.0694349,34.15102665
FKID002850,unplanned,13.056925,77.4745067,0.0,0.0,"Nice Road, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",,vehicle_breakdown,False,2024-03-24 08:40:05.757000+00:00,,closed,yes,2024-03-24 11:35:48.001513+00:00,,,,lcv,FKN00GL1493,Non-corridor,low,,,,2024-03-24 08:40:39.743743+00:00,,1,FKUSR00061,FKUSR00001,,,,No Police Station,,FKKG000055,,,,,,,,,,,,-0.5664457166666667,175.70407521666667
FKID002851,unplanned,13.0224187,77.5509157,0.0,0.0,"Mumbai Bengaluru Highway, Dr Ambedkar Nagar, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-03-24 10:28:49.698000+00:00,,closed,yes,2024-03-24 12:00:21.282383+00:00,,,off [PERSON] on maintoad near Goverdhan / yor metro station sir,private_bus,FKN00GL1494,Tumkur Road,high,,,,2024-03-24 10:31:13.602253+00:00,,1,FKUSR00698,FKUSR00001,,,,Yeshwanthpura,,FKKG000682,,,,FKUSR00698,2024-03-24 12:00:21.281867+00:00,,,,,,91.52639778333334,-2.398404216666667,91.52639778333334
FKID002852,unplanned,12.9611104,77.5592177,0.0,0.0,"9th Cross Road, Kaniyar Colony, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",,pot_holes,False,2024-03-24 19:56:39.704000+00:00,,active,yes,2024-03-24 20:03:46.348693+00:00,,,problem on public,,,Mysore Road,high,,,,2024-03-24 19:57:33.341252+00:00,,1,FKUSR00622,FKUSR00001,,,,Chamarajpet,,FKKG000609,,,,,,,,,,,,-0.8939541999999999,7.110744883333334
FKID002853,unplanned,13.1028901,77.5855105,0.0,0.0,"Doddaballapur Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",,others,False,2024-03-07 06:45:35.684000+00:00,,closed,yes,2024-03-08 18:49:08.416836+00:00,,,[LOCATION] main road wheel and axel to wards unnikrishan junction slab baroke sir,,,Non-corridor,low,,,,2024-03-07 06:47:00.944406+00:00,,1,FKUSR00105,FKUSR00001,,,,Yelahanka,,FKKG000099,,,,FKUSR00105,2024-03-08 18:49:08.416259+00:00,,,,,,2163.54553765,-1.4210067666666668,2163.54553765
FKID002857,unplanned,12.9706314,77.6048719,0.0,0.0,"Museum Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",,vehicle_breakdown,False,2024-03-24 20:39:15.790000+00:00,,closed,yes,2024-03-24 21:14:30.929703+00:00,,,ಬ್ಯಾಟರಿ low ಆಗಿದೆ,others,FKN00GL1495,Mysore Road,high,,,,2024-03-24 20:40:50.119751+00:00,,1,FKUSR01192,FKUSR00001,,,,Ashok Nagar,,FKKG001152,,,,FKUSR01192,2024-03-24 21:14:30.929142+00:00,,,,,,35.252319033333336,-1.5721625166666666,35.252319033333336
FKID002858,unplanned,12.904964,77.6018304,0.0,0.0,"Bannerghatta Main Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)",,water_logging,False,2024-03-07 06:46:33.300000+00:00,,closed,no,2024-03-07 06:47:49.216218+00:00,,,water logging at [LOCATION] vehicles slow movement,,,Bannerghata Road,high,,,,2024-03-07 06:47:25.830810+00:00,,1,FKUSR00082,FKUSR00082,,,,Mico Layout,,FKKG000076,,,,FKUSR00082,2024-03-07 06:47:49.215609+00:00,,,,,,1.26526015,-0.8755135000000001,1.26526015
FKID002859,unplanned,13.0299073,77.5364206,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-03-24 19:25:16.736000+00:00,,closed,yes,2024-03-24 21:35:47.874029+00:00,,,Balero Off Road Due to Clutch Problem Traffic No Problem Sir.,lcv,FKN00GL1496,Tumkur Road,high,,,,2024-03-24 19:26:35.056045+00:00,,1,FKUSR00109,FKUSR00001,,,,Yeshwanthpura,,FKKG000103,,,,,,,,,,,,-1.3053340833333331,130.51896715
FKID002860,unplanned,12.9275045,77.6213714,0.0,0.0,"1st Cross Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",,pot_holes,False,2024-03-24 20:49:22.782000+00:00,,active,yes,2024-03-24 21:07:11.465200+00:00,,,,,,IRR(Thanisandra road),high,,,,2024-03-24 20:50:06.527555+00:00,,1,FKUSR00935,FKUSR00001,,,,Adugodi,,FKKG000913,,,,,,,,,,,,-0.7290925833333334,17.811386666666667
FKID002861,unplanned,13.0174925,77.553745,0.0,0.0,"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-03-24 21:39:30.020000+00:00,,closed,no,2024-03-24 21:45:39.599372+00:00,,,10 mnt remove sir,private_bus,FKN00GL1497,Tumkur Road,high,,,,2024-03-24 21:40:37.298593+00:00,,1,FKUSR01193,FKUSR01193,,,,Yeshwanthpura,,FKKG001153,,,,FKUSR01193,2024-03-24 21:45:39.598780+00:00,,,,,,6.159646333333333,-1.1213098833333333,6.159646333333333
FKID002862,unplanned,12.9873073,77.5495367,0.0,0.0,"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",,pot_holes,False,2024-03-24 21:39:40.587000+00:00,,active,yes,2024-03-24 21:49:17.454852+00:00,,,,,,West of Chord Road,high,,,,2024-03-24 21:40:14.663844+00:00,,1,FKUSR01194,FKUSR00001,,,,Vijayanagara,,FKKG001154,,,,,,,,,,,,-0.5679474,9.614464199999999
FKID002863,unplanned,12.9641078,77.5704276,0.0,0.0,"Mysore Road, Jolly Mohalla, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",,others,False,2024-03-24 21:50:26.031000+00:00,,active,yes,2024-03-24 22:14:33.814020+00:00,,,drainage chamber open  and over flow sir,,,Mysore Road,high,,,,2024-03-24 21:53:02.868267+00:00,,1,FKUSR00170,FKUSR00001,,,,V.V.Puram (C.Pet),,FKKG000163,,,,,,,,,,,,-2.61395445,24.129717000000003
FKID002864,unplanned,12.910431,77.5840122,0.0,0.0,"9th Cross Road, Jeevan Mitra Apartment, Jeevan Sathi Colony, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",,tree_fall,False,2024-03-07 06:45:47.004000+00:00,,closed,yes,2024-03-08 02:19:24.398971+00:00,,,ig circle trds r v dental tree fallen sir road diversion sir,,,Non-corridor,low,,,,2024-03-07 06:47:35.151405+00:00,,1,FKUSR00051,FKUSR00001,,,,J.P. Nagar,,FKKG000045,,,,FKUSR00051,2024-03-08 02:19:24.398393+00:00,,,,,,1173.623239883333,-1.80245675,1173.6232398833333
FKID002865,unplanned,12.9049931,77.6018334,0.0,0.0,"Bannerghatta Main Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)",,water_logging,False,2024-03-07 06:47:56.358000+00:00,,closed,yes,2024-03-08 21:02:50.526758+00:00,,,water logging at [LOCATION] vehicles slow movement ide sir,,,Bannerghata Road,high,,,,2024-03-07 06:48:30.316996+00:00,,1,FKUSR00082,FKUSR00001,,,,Mico Layout,,FKKG000076,,,,FKUSR00082,2024-03-08 21:02:50.526184+00:00,,,,,,2294.902803066667,-0.5659832666666667,2294.902803066667
FKID002866,unplanned,13.06438,77.4554017,0.0,0.0,"Mumbai Bengaluru Highway, Makali, Bengaluru, Karnataka. Pin-562162 (India)",,water_logging,False,2024-03-07 06:54:00.894000+00:00,,active,yes,2024-03-07 06:54:54.805734+00:00,,,,,,Non-corridor,low,,,,2024-03-07 06:54:36.901582+00:00,,1,FKUSR00061,FKUSR00001,,,,No Police Station,,FKKG000055,,,,,,,,,,,,-0.6001263666666666,0.8985289000000001
FKID002867,unplanned,12.974343,77.5512833,12.9742021,77.5518789,"G Narayana Kumar Road, Police Quarters, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)","G Narayana Kumar Road, Mehta Ambience, Manjunatha Nagar, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",others,True,2024-03-07 06:08:32.505000+00:00,,resolved,yes,2024-03-07 06:48:27.107223+00:00,,,due to fall of cutout infront of [LOCATION] vehicles mevement restricted from Prasanna junction to Prasanna theatre busstop...,,,West of Chord Road,high,,,,2024-03-07 06:12:58.859157+00:00,,1,FKUSR01167,FKUSR00001,,,,Magadi Road,,FKKG001127,"G Narayana Kumar Road, Police Quarters, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",12.974343,77.5512833,,,FKUSR01167,2024-03-07 06:48:27.106646+00:00,,,,39.91002743333333,-4.43923595,39.91003705
FKID002869,unplanned,12.9812971,77.5864868,0.0,0.0,"Palace Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,water_logging,False,2024-03-07 06:50:21.829000+00:00,,active,yes,2024-03-07 06:51:29.775942+00:00,,,cid junction,,,Non-corridor,low,,,,2024-03-07 06:50:59.223525+00:00,,1,FKUSR01184,FKUSR00001,,,,High ground,,FKKG001144,,,,,,,,,,,,-0.6232420833333333,1.1324490333333335
FKID002870,unplanned,12.9817223,77.5869093,0.0,0.0,"Park House Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,water_logging,False,2024-03-07 06:46:14.316000+00:00,,active,yes,2024-03-07 06:54:43.702436+00:00,,,CID JUNCTION,,,Non-corridor,low,,,,2024-03-07 06:47:32.742332+00:00,,1,FKUSR01184,FKUSR00001,,,,Cubbon Park,,FKKG001144,,,,,,,,,,,,-1.3071055333333337,8.489773933333334
FKID002871,unplanned,13.0688696,77.4477442,0.0,0.0,"Mumbai Bengaluru Highway, Rajadhani Layout, Adakamaranahalli, Bengaluru, Karnataka. Pin-562162 (India)",,water_logging,False,2024-03-07 06:53:45.913000+00:00,,active,yes,2024-03-07 06:55:37.657398+00:00,,,,,,Non-corridor,low,,,,2024-03-07 06:55:11.094863+00:00,,1,FKUSR00590,FKUSR00001,,,,No Police Station,,FKKG000578,,,,,,,,,,,,-1.4196977166666669,1.8624066333333333
FKID002872,unplanned,13.0100505,77.6977888,0.0,0.0,"1st Cross Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",,water_logging,False,2024-03-07 06:51:41.978000+00:00,,closed,yes,2024-03-07 11:34:38.827430+00:00,,,GRT K R PURMA POINT K R PURA TO BHATTARAHALLI  WATER LOGGING SIR,,,Non-corridor,low,,,,2024-03-07 06:53:22.854653+00:00,,1,FKUSR00457,FKUSR00001,,,,K.R. Pura,,FKKG000446,,,,FKUSR00457,2024-03-07 11:34:38.826918+00:00,,,,,,282.94748196666666,-1.68127755,282.94748196666666
FKID002873,unplanned,12.9817067,77.5866162,0.0,0.0,"Palace Road, Khanija Bhawan, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,water_logging,False,2024-03-07 06:54:37.664000+00:00,,active,yes,2024-03-07 06:55:49.313079+00:00,,,[LOCATION] log,,,Non-corridor,low,,,,2024-03-07 06:55:35.400067+00:00,,1,FKUSR01184,FKUSR00001,,,,High ground,,FKKG001144,,,,,,,,,,,,-0.9622677833333332,1.1941513166666666
FKID002874,unplanned,12.9390143,77.7472807,0.0,0.0,"Varthur Main Road, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",,congestion,False,2024-03-24 21:54:06.082000+00:00,,closed,no,2024-03-25 00:35:47.986930+00:00,,,weekly vegitable market @varthur traffic slow moving varthur to gunjur nd gunjur to varthur [PERSON],,,Non-corridor,low,,,,2024-03-24 21:56:25.762108+00:00,,1,FKUSR00252,FKUSR00252,,,,Whitefield,,FKKG000244,,,,,,,,,,,,-2.3280018,161.6984155
FKID002875,unplanned,13.0064569,77.5788985,0.0,0.0,"13th Cross Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,water_logging,False,2024-03-07 07:02:52.522000+00:00,,closed,yes,2024-03-08 12:48:45.804867+00:00,,,water login,,,Non-corridor,low,,,,2024-03-07 07:04:06.016574+00:00,,1,FKUSR00727,FKUSR00001,,,,Sadashivanagar,,FKKG000711,,,,FKUSR00727,2024-03-08 12:48:45.804322+00:00,,,,,,1785.8880387,-1.2249095666666667,1785.8880387
FKID002877,unplanned,13.0348473,77.5297881,0.0,0.0,"13th Cross Road, Block 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,others,False,2024-03-24 21:25:27.053000+00:00,,closed,yes,2024-03-24 22:27:03.088581+00:00,,,signal not working,,,Tumkur Road,high,,,,2024-03-24 21:26:40.053667+00:00,,1,FKUSR00991,FKUSR00001,,,,Peenya,,FKKG000964,,,,FKUSR00991,2024-03-24 22:27:01.097447+00:00,,,,,,61.567407450000005,-1.2166777833333335,61.567407450000005
FKID002878,unplanned,13.0688585,77.447669,0.0,0.0,"Mumbai Bengaluru Highway, Rajadhani Layout, Adakamaranahalli, Bengaluru, Karnataka. Pin-562162 (India)",,water_logging,False,2024-03-07 07:01:25.354000+00:00,,active,yes,2024-03-07 07:03:33.633466+00:00,,,,,,Non-corridor,low,,,,2024-03-07 07:02:18.325463+00:00,,1,FKUSR00590,FKUSR00001,,,,No Police Station,,FKKG000578,,,,,,,,,,,,-0.8828577166666667,2.1379911000000003
FKID002879,unplanned,12.9715112,77.5645443,12.9715112,77.5645443,"1st Cross Road, SBI Flats Binnyston Gardens, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)","1st Cross Road, SBI Flats Binnyston Gardens, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",road_conditions,True,2024-03-07 07:06:22.665000+00:00,,active,yes,2024-03-07 07:10:53.239514+00:00,,,ಬಿನ್ನಿ ಮಿಲ್ ಜಂಕ್ಷನ್ ಕಡೆಯಿಂದ ಸಿರ್ಸಿ ಕಡೆಗೆ ರಸ್ತೆಯ ಮೇಲೆ ಗೋಡೆ ಕುಸಿದಿದ್ದು,,,Non-corridor,low,,,,2024-03-07 07:07:50.812576+00:00,,1,FKUSR01195,FKUSR00001,,,,Magadi Road,,FKKG001155,,,,,,,,,,,,-1.469126266666667,4.509575233333334
FKID002880,unplanned,12.9804252,77.586152,0.0,0.0,"Palace Road, Gandhi Nagar 1, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,False,2024-03-07 06:56:41.977000+00:00,,closed,yes,2024-03-07 09:35:48.136520+00:00,,,car break down,private_car,FKN00GL1498,Non-corridor,low,,,,2024-03-07 06:57:50.081452+00:00,,1,FKUSR01184,FKUSR00001,,,,Cubbon Park,,FKKG001144,,,,,,,,,,,,-1.1350741999999998,159.10265866666666
FKID002881,unplanned,12.9617463,77.6319548,0.0,0.0,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",,water_logging,False,2024-03-07 07:04:38.156000+00:00,,active,yes,2024-03-07 07:06:03.270567+00:00,,,water loging,,,Non-corridor,low,,,,2024-03-07 07:05:40.999279+00:00,,1,FKUSR00122,FKUSR00001,,,,Halasur,,FKKG000116,,,,,,,,,,,,-1.0473879833333333,1.4185761166666666
FKID002882,unplanned,12.9613931,77.6319548,0.0,0.0,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",,water_logging,False,2024-03-07 07:06:13.182000+00:00,,active,yes,2024-03-07 07:07:05.757753+00:00,,,water loging,,,Non-corridor,low,,,,2024-03-07 07:06:41.421942+00:00,,1,FKUSR00122,FKUSR00001,,,,Halasur,,FKKG000116,,,,,,,,,,,,-0.4706656999999999,0.87626255
FKID002884,unplanned,13.0322733,77.5343184,0.0,0.0,"Mumbai Bengaluru Highway, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-03-24 21:24:09.983000+00:00,,closed,yes,2024-03-24 23:35:48.106230+00:00,,,starting problem near [LOCATION] station towards CMTI junction traffic no problem sir,lcv,FKN00GL1476,Tumkur Road,high,,,,2024-03-24 21:25:01.970764+00:00,,1,FKUSR00440,FKUSR00001,,,,Yeshwanthpura,,FKKG000429,,,,,,,,,,,,-0.8664627333333333,131.63538716666667
FKID002885,unplanned,12.9863734,77.5887026,12.9863305,77.5890095,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)","AH 43, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,True,2024-03-07 07:04:10.516000+00:00,,closed,no,2024-03-07 07:40:51.199020+00:00,,,"ಓಲ್ಡ್ ಎಗ್ ರೂಂ ಜಂಕ್ಷನ್ ಹತ್ತಿರ. ಬಿಎಂಟಿಸಿ ಬಸ್ ಅಫ್ಲೋರ್ಡ್ ಆಗಿರುತ್ತದೆ ಸರ್ ಒಂದು ಸೈಡಲ್ಲಿದೆ, ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇದೆ ಸರ್ Bo2",bmtc_bus,FKN00GL1499,Bellary Road 1,high,,,,2024-03-07 07:08:46.512906+00:00,,1,FKUSR00241,FKUSR00001,,,,High ground,,FKKG000233,,,,FKUSR00241,2024-03-07 07:40:51.002304+00:00,,,,,,36.67477173333334,-4.599948433333334,36.67477173333334
FKID002887,unplanned,12.9765849,77.5886901,0.0,0.0,"Dr Ambedkar Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,water_logging,False,2024-03-07 07:14:31.068000+00:00,,closed,yes,2024-03-09 06:58:23.826888+00:00,,,slow movement vehicle sir,,,Non-corridor,low,,,,2024-03-07 07:15:23.342476+00:00,,1,FKUSR00320,FKUSR00001,,,,Cubbon Park,,FKKG000312,,,,FKUSR00320,2024-03-09 06:58:23.826290+00:00,,,,,,2863.879304833333,-0.8712412666666667,2863.879304833333
FKID002888,unplanned,12.9961478,77.6173231,0.0,0.0,"Wheeler Road, Sindhi Colony, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",,water_logging,False,2024-03-07 07:10:03.363000+00:00,,active,yes,2024-03-07 07:11:08.212059+00:00,,,,,,Non-corridor,low,,,,2024-03-07 07:10:50.855451+00:00,,1,FKUSR01196,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG001156,,,,,,,,,,,,-0.7915408500000001,1.08081765
FKID002890,unplanned,12.95398815,77.54367565,0.0,0.0,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",,others,False,2024-03-24 23:24:28.283000+00:00,,closed,yes,2024-03-24 23:41:25.145191+00:00,,,[PERSON] agide sir,,,Mysore Road,high,,,,2024-03-24 23:25:18.225481+00:00,,1,FKUSR00128,FKUSR00001,,,,Byatarayanapura,,FKKG000122,,,,FKUSR00128,2024-03-24 23:41:24.531735+00:00,,,,,,16.937478916666667,-0.8323746833333333,16.937478916666667
FKID002891,unplanned,13.0379626,77.6262559,0.0,0.0,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",,vehicle_breakdown,False,2024-03-24 22:27:52.963000+00:00,,closed,yes,2024-03-25 00:35:48.027829+00:00,,,,heavy_vehicle,FKN00GL1501,ORR North 1,high,,,,2024-03-24 22:28:58.991321+00:00,,1,FKUSR00580,FKUSR00001,,,,Hennuru,,FKKG000569,,,,,,,,,,,,-1.1004720166666668,127.91774715
